ime,posred,vrsta,tip,leto,zemljisce,velikost,cena,agencija
"BODKOVCI, V OBJEMU NARAVE",Prodaja,Vikend,Bivalen,1989,,58.6,49500.0,
BODONCI,Prodaja,Hiša,Samostojna,1975,,105.2,50000.0,
BODONCI,Prodaja,Hiša,Samostojna,1975,,186.0,50000.0,
"BODONCI, VADARCI 54",Prodaja,Hiša,Samostojna,1990,,289.0,88000.0,
BODREŽ,Prodaja,Hiša,Samostojna,1980,,72.0,70000.0,
BODREŽ,Prodaja,Hiša,Drugo,1978,,360.0,170000.0,
"BOGO, ŠTJAK OKOLICA",Prodaja,Hiša,Samostojna,1970,,145.0,67000.0,
BOGOJINA,Prodaja,Vikend,Zidan,1970,,56.7,14000.0,
BOGOJINA,Prodaja,Hiša,Samostojna,1980,,87.1,61900.0,
BOHINJSKA BELA,Prodaja,Poslovni prostor,Skladišče,1949,,122.4,39061.0,
BOHINJSKA BELA,Prodaja,Hiša,Samostojna,1938,,144.0,185000.0,
BOHINJSKA BELA,Prodaja,Hiša,Samostojna,1938,,144.1,185000.0,
"BOHINJSKA BELA, SONČNA S POGLEDI",Prodaja,Hiša,Samostojna,1970,,419.6,329000.0,
BOHINJSKA BISTRICA,Prodaja,Stanovanje,dvosobno,1965,,40.0,72500.0,
BOHINJSKA BISTRICA,Prodaja,Stanovanje,dvosobno,2008,,63.6,154000.0,
BOHINJSKA BISTRICA,Prodaja,Stanovanje,trisobno,2008,,65.1,152000.0,
BOHINJSKA BISTRICA,Prodaja,Vikend,Bivalen,1967,,75.0,350000.0,
BOHINJSKA BISTRICA,Prodaja,Hiša,Samostojna,1967,,75.0,350000.0,
BOHINJSKA BISTRICA,Prodaja,Hiša,Dvojček,2010,,83.0,170000.0,
BOHINJSKA BISTRICA,Prodaja,Stanovanje,štirisobno,1900,,100.0,200000.0,
BOHINJSKA BISTRICA,Prodaja,Hiša,Dvostanovanjska,1974,,390.0,268000.0,
BOHINJSKA BISTRICA,Prodaja,Počitniški objekt,Hiša,1890,,450.0,787000.0,
BOHINJSKA BISTRICA,Prodaja,Poslovni prostor,Kombiniran prostor,1940,,491.0,280000.0,
BOHINJSKA BISTRICA,Prodaja,Hiša,Samostojna,1974,,684.0,680000.0,
"BOHINJSKA BISTRICA, CENTER",Prodaja,Stanovanje,triinpolsobno,2017,,89.5,140000.0,
"BOHINJSKA BISTRICA, CENTER",Prodaja,Hiša,Samostojna,1935,,92.0,98000.0,
"BOHINJSKA BISTRICA, CENTER",Prodaja,Hiša,Dvostanovanjska,2010,,170.0,255000.0,
"BOHINJSKA BISTRICA, CENTER",Prodaja,Poslovni prostor,Živilska trgovina,1988,,962.0,980000.0,
"BOHINJSKA BISTRICA, CENTER BOHINJSKE BISTRICE",Prodaja,Stanovanje,triinpolsobno,2019,,89.0,140000.0,
"BOHINJSKA BISTRICA, DVE SVETLI STANOVANJI V CENTRU BOHINJSKE...",Prodaja,Stanovanje,štirisobno,2007,,85.8,185000.0,
"BOHINJSKA BISTRICA, JELOVŠKA CESTA",Prodaja,Stanovanje,dvosobno,2008,,63.6,150000.0,
"BOHINJSKA BISTRICA, MENCINGERJEVA ULICA 7",Prodaja,Stanovanje,dvosobno,2006,,43.0,95000.0,
"BOHINJSKA BISTRICA, NOVO NASELJE",Prodaja,Stanovanje,enosobno,2008,,37.0,120000.0,
"BOHINJSKA BISTRICA, POD SMUČIŠČEM KOBLA",Prodaja,Hiša,Samostojna,1950,,220.0,150000.0,
"BOHINJSKA BISTRICA, RIBČEV LAZ, BLIZU JEZERA",Prodaja,Hiša,Samostojna,2015,,129.0,360000.0,
"BOHINJSKA BISTRICA, SREDI KRAJA, NA MIRNI LOKACIJI",Prodaja,Stanovanje,dvosobno,1963,,55.9,80000.0,
"BOHINJSKA BISTRICA, STRAŽENICA",Prodaja,Stanovanje,enosobno,2008,,33.2,99000.0,
"BOHINJSKA BISTRICA, ZOISOV GRAD",Prodaja,Stanovanje,enosobno,1770,,41.3,95000.0,
"BOHINJSKA BISTRICA, ZOISOVA PLANA",Prodaja,Stanovanje,garsonjera,1988,,30.1,69000.0,
"BOHINJSKA BISTRICA, ZOISOVA PLANA",Prodaja,Počitniški objekt,Apartma,1988,,30.1,69000.0,
BOHINJSKA ČEŠNJICA,Prodaja,Počitniški objekt,Drugo,1960,,251.0,450000.0,
BOLDRAŽ,Prodaja,Vikend,Zidan,1978,,60.0,73000.0,
"BOLDRAŽ, ODLIČNA LOKACIJA",Prodaja,Hiša,Samostojna,1970,,150.0,85000.0,
BONINI,Prodaja,Hiša,Samostojna,1980,,282.3,550000.0,
BORJANA,Prodaja,Hiša,Samostojna,1900,,180.0,215000.0,
BORJE,Prodaja,Hiša,Samostojna,1986,,83.0,115000.0,
BOROVCI,Prodaja,Hiša,Samostojna,1920,,93.0,79000.0,
BOROVNICA,Prodaja,Stanovanje,trisobno,2009,,72.8,135000.0,
BOROVNICA,Prodaja,Stanovanje,dvosobno,2007,,85.0,79000.0,
BOROVNICA,Prodaja,Stanovanje,štirisobno,2013,,90.5,213000.0,
BOROVNICA,Prodaja,Hiša,Samostojna,1985,,111.0,120000.0,
BOROVNICA,Prodaja,Hiša,Dvostanovanjska,1959,,176.3,170000.0,
BOROVNICA,Prodaja,Hiša,Samostojna,1940,,187.0,170000.0,
BOROVNICA,Prodaja,Hiša,Samostojna,2017,,250.0,230000.0,
"BOROVNICA, CENTER",Prodaja,Stanovanje,enoinpolsobno,1965,,40.0,82000.0,
"BOROVNICA, CENTER",Prodaja,Hiša,Samostojna,1966,,297.0,195000.0,
"BOROVNICA, ZABOČEVO",Prodaja,Hiša,Samostojna,1905,,98.1,89000.0,
BORŠT,Prodaja,Hiša,Drugo,1920,,100.0,59900.0,
BORŠT,Prodaja,Hiša,Samostojna,2014,,306.4,299000.0,
BORŠT,Prodaja,Hiša,Samostojna,2014,,675.0,299000.0,
BORŠT PRI DVORU,Prodaja,Vikend,Zidan,1890,,14.0,11000.0,
BORŠT PRI DVORU,Prodaja,Vikend,Zidan,1990,,63.0,30000.0,
BORŠT PRI DVORU,Prodaja,Vikend,Bivalen,2002,,67.0,65000.0,
BORŠT PRI DVORU,Prodaja,Vikend,Bivalen,1975,,75.0,36000.0,
BORŠT PRI DVORU,Prodaja,Vikend,Bivalen,1997,,114.0,77000.0,
BORŠT PRI DVORU,Prodaja,Hiša,Samostojna,2002,,120.0,80000.0,
BORŠT PRI DVORU,Prodaja,Vikend,Drugo,1960,,122.0,23000.0,
"BORŠT PRI DVORU, ZIDANICA",Prodaja,Vikend,Zidan,1850,,36.0,11000.0,
BOŠAMARIN,Prodaja,Stanovanje,petsobno,1997,,140.4,250000.0,
BOŠAMARIN,Prodaja,Hiša,Dvostanovanjska,1999,,270.0,550000.0,
BOŠAMARIN,Prodaja,Hiša,Samostojna,2000,,304.0,550000.0,
BOŠAMARIN,Prodaja,Hiša,Samostojna,2010,,544.0,1450000.0,
"BOŠAMARIN, 2 TROSOBNI STANOVANJI",Prodaja,Stanovanje,petsobno,1985,,120.0,250000.0,
"BOŠAMARIN, 2X 3SOBNO",Prodaja,Stanovanje,petsobno,1985,,140.4,250000.0,
"BOŠAMARIN, POGLED NA MORJE",Prodaja,Stanovanje,štirisobno,2004,,128.0,250000.0,
BOŠTANJ,Prodaja,Vikend,Bivalen,2009,,132.0,88000.0,
BOŠTANJ,Prodaja,Stanovanje,štirisobno,1933,,135.7,82000.0,
BOŠTANJ,Prodaja,Poslovni prostor,Večji poslovni kompleks,1960,,427.0,330000.0,
BOŠTANJ,Prodaja,Hiša,Dvojček,1974,,450.0,190000.0,
"BOŠTANJ, PRETOČNA LOKACIJA - OB CESTI",Prodaja,Poslovni prostor,Gostinski lokal,2009,,950.8,390000.0,
"BOŠTANJ, SEVNICA",Prodaja,Poslovni prostor,Gostinski lokal,2009,,950.8,660000.0,
"BOŠTANJ, ŠMARČNA",Prodaja,Poslovni prostor,Gostinski lokal,2009,,950.8,650000.0,
BOVEC,Prodaja,Počitniški objekt,Hiša,2013,,50.5,80000.0,
BOVEC,Prodaja,Hiša,Vrstna,1990,,120.0,99000.0,
BOVEC,Prodaja,Hiša,Vrstna,1900,,173.0,220000.0,
BOVEC,Prodaja,Hiša,Samostojna,1940,,230.0,285000.0,
BOVEC,Prodaja,Hiša,Samostojna,1940,,233.9,285000.0,
BOVEC,Prodaja,Počitniški objekt,Drugo,1900,,361.5,525000.0,
BOVEC,Prodaja,Poslovni prostor,Gostinski lokal,2007,,465.0,350000.0,
"BOVEC, KAL KORITNICA",Prodaja,Hiša,Samostojna,1950,,102.0,130000.0,
"BOVEC, KAL KORITNICA",Prodaja,Vikend,Bivalen,1950,,102.0,130000.0,
"BOVEC, KOT",Prodaja,Hiša,Samostojna,1920,,213.0,190000.0,
"BOVEC, LOG ČEZSOŠKI",Prodaja,Hiša,Drugo,1999,,280.0,220000.0,
"BOVEC, MALA VAS",Prodaja,Počitniški objekt,Apartma,2011,,58.0,155000.0,
"BOVEC, PLUŽNA",Prodaja,Hiša,Vrstna,1991,,150.0,180000.0,
"BOVEC, SRPENICA",Prodaja,Hiša,Vrstna,1800,,120.0,74000.0,
"BOVEC, SRPENICA",Prodaja,Stanovanje,Drugo,1800,,120.0,74000.0,
"BOVEC, TRENTA",Prodaja,Stanovanje,dvosobno,2002,,42.0,68000.0,
"BOVEC, TRENTA",Prodaja,Počitniški objekt,Apartma,2002,,42.0,68000.0,
BOVŠE,Prodaja,Počitniški objekt,Vikend,1980,,96.0,90000.0,
BRANIK,Prodaja,Hiša,Samostojna,1920,,128.0,84000.0,
BRANIK,Prodaja,Hiša,Drugo,1990,,208.7,115000.0,
BRANIK,Prodaja,Hiša,Vrstna,1979,,220.0,150000.0,
BRANIK,Prodaja,Hiša,Dvostanovanjska,1994,,235.0,98000.0,
BRANIK,Prodaja,Hiša,Vrstna,1946,,235.0,130000.0,
BRANIK,Prodaja,Hiša,Samostojna,1950,,241.87,135000.0,
BRANIK,Prodaja,Hiša,Samostojna,1950,,242.0,115000.0,
BRANIK,Prodaja,Hiša,Samostojna,1995,,300.0,98000.0,
BRANOSLAVCI,Prodaja,Hiša,Samostojna,2007,,220.0,250000.0,
BRASLOVČE,Prodaja,Poslovni prostor,Gostinski lokal,1900,,168.0,78500.0,
BRASLOVČE,Prodaja,Hiša,Samostojna,1727,,300.0,150000.0,
BRASLOVČE,Prodaja,Hiša,Samostojna,1999,,385.0,249000.0,
BRASLOVČE,Prodaja,Hiša,Samostojna,2000,,400.0,299000.0,
"BRASLOVČE, CENTER",Prodaja,Hiša,Samostojna,1977,,150.0,189900.0,
"BRASLOVČE, PARIŽLJE",Prodaja,Hiša,Samostojna,1985,,242.0,230000.0,
"BRASLOVČE, ŠMARTNO OB PAKI",Prodaja,Hiša,Samostojna,1992,,341.9,230000.0,
"BRASLOVČE, V SREDIŠČU BRASLOVČ",Prodaja,Poslovni prostor,Prostor za storitve,1930,,91.9,57500.0,
BRATISLAVCI,Prodaja,Hiša,Samostojna,1980,,200.0,106000.0,
BRATONCI,Prodaja,Hiša,Samostojna,1976,,125.0,50000.0,
BRATONCI,Prodaja,Hiša,Samostojna,1975,,224.4,54900.0,
BRCE,Prodaja,Hiša,Samostojna,1947,,110.0,75000.0,
"BRDA, SONČNA LEGA Z LEPIM RAZGLEDOM",Prodaja,Hiša,Samostojna,1985,,164.4,110000.0,
BRDO,Prodaja,Stanovanje,trisobno,1965,,76.2,172000.0,
BRDO,Prodaja,Stanovanje,trisobno,2018,,96.65,391500.0,
BRDO,Prodaja,Stanovanje,trisobno,2018,,116.83,394800.0,
BRDO,Prodaja,Stanovanje,trisobno,2018,,116.83,394800.0,
BRDO,Prodaja,Stanovanje,štiriinpolsobno,1988,,138.0,345000.0,
BRDO,Prodaja,Stanovanje,petsobno,2018,,138.42,461000.0,
BRDO,Prodaja,Poslovni prostor,Pisarna,1983,,162.6,249000.0,
BRDO,Prodaja,Poslovni prostor,Prostor za storitve,1983,,162.6,249000.0,
BRDO,Prodaja,Hiša,Samostojna,1952,,198.0,300000.0,
BRDO,Prodaja,Hiša,Samostojna,1961,,210.0,329000.0,
BRDO,Prodaja,Hiša,Samostojna,1971,,215.0,485000.0,
BRDO,Prodaja,Poslovni prostor,Gostinski lokal,1998,,246.0,300000.0,
"BRDO, 1000 LJ.",Prodaja,Hiša,Dvostanovanjska,1973,,250.0,270000.0,
"BRDO, GRBA",Prodaja,Stanovanje,štiriinpolsobno,1988,,137.21,341000.0,
"BRDO, GRBINA",Prodaja,Stanovanje,garsonjera,1998,,29.6,106000.0,
"BRDO, GRBINA",Prodaja,Stanovanje,štirisobno,1988,,138.0,345000.0,
"BRDO, LJ. VIČ, NASELJE ZELENI GAJ",Prodaja,Stanovanje,trisobno,2014,,85.4,299500.0,
"BRDO, NASELJE ZELENI GAJ",Prodaja,Stanovanje,štiriinpolsobno,2014,,114.0,348000.0,
"BRDO, POSEST BRDNIKOVA 46 - 48",Prodaja,Hiša,Samostojna,1998,,1571.0,4612000.0,
"BRDO, VRHOVCI",Prodaja,Hiša,Samostojna,2000,,265.0,559000.0,
BREG,Prodaja,Hiša,Dvojček,2019,,212.0,199000.0,
BREG,Prodaja,Hiša,Samostojna,1984,,304.1,120000.0,
BREG OB SAVI,Prodaja,Hiša,Dvojček,2007,,165.0,255000.0,
"BREG OB SAVI, DRULOVKA",Prodaja,Stanovanje,dvoinpolsobno,1990,,70.3,145000.0,
"BREG OB SAVI, DRULOVKA",Prodaja,Hiša,Vrstna,1988,,240.0,219000.0,
BREG PRI KOČEVJU,Prodaja,Hiša,Dvostanovanjska,1991,,128.8,120000.0,
BREG PRI KOMENDI,Prodaja,Hiša,Samostojna,1996,,550.0,320000.0,
BREG PRI POLZELI,Prodaja,Hiša,Samostojna,2007,,178.0,370000.0,
BREG PRI POLZELI,Prodaja,Hiša,Samostojna,1997,,230.0,270000.0,
BREG PRI POLZELI,Prodaja,Poslovni prostor,Prostor za storitve,1993,,230.0,298000.0,
BREG PRI POLZELI,Prodaja,Hiša,Samostojna,1993,,230.0,298000.0,
BREG PRI POLZELI,Prodaja,Hiša,Samostojna,2000,,250.0,277000.0,
"BREG PRI POLZELI, 3 MIN OD AC IN DO CENTRA",Prodaja,Hiša,Samostojna,2017,,90.0,85000.0,
"BREG PRI POLZELI, BLIZU CELJA",Prodaja,Hiša,Samostojna,2007,,140.0,239000.0,
"BREG PRI POLZELI, ODLIČNA IN ZELENA LOKACIJA",Prodaja,Hiša,Samostojna,2007,,150.0,423000.0,
"BREG PRI POLZELI, POD BREGOM 27",Prodaja,Poslovni prostor,Kombiniran prostor,2001,,666.28,320000.0,
"BREG, MIRNA LOKACIJA, OB GOZDU",Prodaja,Hiša,Samostojna,2012,,945.0,490000.0,
BREGINJ,Prodaja,Hiša,Samostojna,1976,,107.0,95000.0,
BREGINJ,Prodaja,Hiša,Samostojna,1977,,160.0,150000.0,
BRESTANICA,Prodaja,Poslovni prostor,Živilska trgovina,1991,,124.0,30000.0,
BRESTANICA,Prodaja,Hiša,Samostojna,1928,,249.0,190000.0,
BRESTANICA,Prodaja,Hiša,Samostojna,1900,,373.0,20000.0,
BRESTANICA,Prodaja,Hiša,Dvostanovanjska,1990,,401.4,115000.0,
BRESTANICA,Prodaja,Poslovni prostor,Neživilska trgovina,1980,,550.0,250000.0,
BRESTANICA,Prodaja,Poslovni prostor,Kombiniran prostor,1880,,3169.0,80000.0,
"BRESTANICA, STARI DEL",Prodaja,Hiša,Samostojna,1900,,105.0,25000.0,
BRESTERNICA,Prodaja,Stanovanje,enosobno,2005,,39.0,35000.0,
BRESTERNICA,Prodaja,Vikend,Zidan,1998,,62.0,52000.0,
BRESTERNICA,Prodaja,Počitniški objekt,Vikend,1850,,95.7,79000.0,
BRESTERNICA,Prodaja,Hiša,Samostojna,1850,,95.7,79000.0,
BRESTERNICA,Prodaja,Hiša,Samostojna,1976,,110.9,105000.0,
BRESTERNICA,Prodaja,Hiša,Samostojna,1971,,120.0,119000.0,
BRESTERNICA,Prodaja,Hiša,Samostojna,1990,,126.0,99000.0,
BRESTERNICA,Prodaja,Hiša,Dvostanovanjska,1974,,129.8,170000.0,
BRESTERNICA,Prodaja,Hiša,Samostojna,1990,,296.0,199000.0,
BRESTERNICA,Prodaja,Hiša,Dvostanovanjska,2002,,308.0,295000.0,
BRESTERNICA,Prodaja,Hiša,Samostojna,1993,,333.1,299000.0,
BRESTERNICA,Prodaja,Hiša,Samostojna,2000,,516.0,490000.0,
"BRESTERNICA, 19 MIN IZ MARIBORA",Prodaja,Hiša,Samostojna,1998,,49.4,74900.0,
"BRESTERNICA, BRESTRNICA",Prodaja,Hiša,Samostojna,1982,,211.5,159000.0,
"BRESTERNICA, NA JELOVCU",Prodaja,Hiša,Samostojna,1984,,218.1,275000.0,
"BRESTERNICA, OKOLICA MARIBORA - 19 MIN",Prodaja,Vikend,Bivalen,1998,,49.4,74900.0,
"BRESTERNICA, ŠOBER",Prodaja,Vikend,Zidan,1982,,102.1,19999.0,
BRESTOVICA PRI KOMNU,Prodaja,Hiša,Vrstna,2010,,151.2,90000.0,
"BRESTOVICA PRI KOMNU, 74",Prodaja,Počitniški objekt,Drugo,1920,,485.42,265000.0,
"BRESTOVICA PRI KOMNU, NEPOSREDNO ITALJANSKE MEJE",Prodaja,Poslovni prostor,Gostinski lokal,1920,,485.42,250000.0,
BREZJE,Prodaja,Hiša,Samostojna,1950,,105.0,159900.0,
BREZJE,Prodaja,Hiša,Dvojček,1987,,149.5,139000.0,
BREZJE,Prodaja,Hiša,Dvostanovanjska,1934,,156.4,180000.0,
BREZJE,Prodaja,Hiša,Samostojna,2012,,159.0,258500.0,
BREZJE,Prodaja,Hiša,Vrstna,2008,,173.8,219990.0,
BREZJE,Prodaja,Hiša,Samostojna,1950,,194.7,135000.0,
BREZJE,Prodaja,Poslovni prostor,Pisarna,2002,,196.7,180000.0,
BREZJE,Prodaja,Hiša,Samostojna,2019,,200.46,209375.0,
BREZJE,Prodaja,Hiša,Drugo,1975,,291.0,248000.0,
BREZJE NAD KAMNIKOM,Prodaja,Vikend,Bivalen,1982,,85.0,175000.0,
BREZJE NAD KAMNIKOM,Prodaja,Hiša,Samostojna,1982,,85.0,175000.0,
BREZJE NAD KAMNIKOM,Prodaja,Hiša,Samostojna,1982,,123.0,175000.0,
BREZJE PRI BOJSNEM,Prodaja,Vikend,Bivalen,1983,,66.0,32000.0,
BREZJE PRI BOJSNEM,Prodaja,Vikend,Bivalen,1995,,80.0,25000.0,
"BREZJE PRI BOJSNEM, GLOBOKO",Prodaja,Vikend,Lesen,2011,,44.88,47000.0,
BREZJE PRI DOBROVI,Prodaja,Hiša,Samostojna,2018,,160.0,159000.0,
BREZJE PRI DOBROVI,Prodaja,Hiša,Samostojna,2019,,160.0,115000.0,
BREZJE PRI DOBROVI,Prodaja,Hiša,Samostojna,1970,,340.0,210000.0,
BREZJE PRI GROSUPLJEM,Prodaja,Stanovanje,garsonjera,2005,,42.0,118000.0,
BREZJE PRI GROSUPLJEM,Prodaja,Stanovanje,enoinpolsobno,2006,,53.89,155000.0,
BREZJE PRI GROSUPLJEM,Prodaja,Stanovanje,štirisobno,2006,,103.0,222000.0,
BREZJE PRI GROSUPLJEM,Prodaja,Stanovanje,štirisobno,2006,,143.6,272000.0,
BREZJE PRI GROSUPLJEM,Prodaja,Stanovanje,štirisobno,2006,,143.6,272000.0,
BREZJE PRI GROSUPLJEM,Prodaja,Hiša,Samostojna,2004,,175.0,319000.0,
BREZJE PRI GROSUPLJEM,Prodaja,Hiša,Samostojna,2004,,175.0,319000.0,
BREZJE PRI GROSUPLJEM,Prodaja,Stanovanje,petsobno,2007,,215.3,575000.0,
BREZJE PRI GROSUPLJEM,Prodaja,Stanovanje,štirisobno,2006,,252.0,630000.0,
"BREZJE PRI GROSUPLJEM, ATRIJSKO STANOVANJE",Prodaja,Stanovanje,dvosobno,2004,,58.5,149000.0,
"BREZJE PRI GROSUPLJEM, INDUSTRIJSKA CONA",Prodaja,Poslovni prostor,Skladišče,1988,,560.0,450000.0,
"BREZJE PRI GROSUPLJEM, SONČNI DVORI",Prodaja,Stanovanje,garsonjera,2005,,42.1,118000.0,
"BREZJE PRI GROSUPLJEM, SONČNI DVORI",Prodaja,Stanovanje,štiriinpolsobno,2006,,141.0,258000.0,
BREZJE PRI LIPOGLAVU,Prodaja,Hiša,Dvostanovanjska,1983,,191.6,280000.0,
BREZJE PRI LIPOGLAVU,Prodaja,Hiša,Samostojna,1983,,191.6,280000.0,
"BREZJE PRI LIPOGLAVU, OAZA NARAVE IN MIRU",Prodaja,Hiša,Samostojna,1983,,231.0,269900.0,
BREZJE PRI POLJČANAH,Prodaja,Posest,Zazidljiva,2018,,3769.0,45228.0,
BREZJE PRI ŠENTJERNEJU,Prodaja,Vikend,Zidan,1950,,20.0,7000.0,
"BREZJE PRI VELIKI DOLINI, 23F",Prodaja,Hiša,Samostojna,1988,,164.5,130000.0,
BREZJE V PODBOČJU,Prodaja,Vikend,Zidan,1960,,43.0,9850.0,
"BREZJE, MARIBOR",Prodaja,Hiša,Dvostanovanjska,2017,,248.0,320000.0,
BREZNO,Prodaja,Poslovni prostor,Delavnica,1989,,1800.0,210000.0,
"BREZNO, REMŠNIK",Prodaja,Hiša,Samostojna,1960,,207.8,50000.0,
BREZOVA REBER PRI DVORU,Prodaja,Vikend,Bivalen,2016,,113.0,120000.0,
BREZOVEC,Prodaja,Počitniški objekt,Vikend,1993,,51.36,22000.0,
BREZOVEC,Prodaja,Vikend,Bivalen,1992,,62.0,59999.0,
BREZOVEC,Prodaja,Hiša,Samostojna,1985,,65.2,62000.0,
BREZOVEC,Prodaja,Hiša,Samostojna,1980,,159.5,65000.0,
"BREZOVEC PRI ROGATCU, CELJSKA CESTA",Prodaja,Hiša,Samostojna,1980,,100.0,110000.0,
BREZOVICA,Prodaja,Hiša,Samostojna,1965,,45.0,26000.0,
BREZOVICA NA BIZELJSKEM,Prodaja,Vikend,Bivalen,2005,,110.0,75000.0,
"BREZOVICA NA BIZELJSKEM, BREZOVICA_IZJEMEN RAZGLED",Prodaja,Hiša,Samostojna,1983,,128.6,74000.0,
BREZOVICA PRI BOROVNICI,Prodaja,Hiša,Samostojna,1972,,160.0,145000.0,
BREZOVICA PRI GRADINU,Prodaja,Hiša,Samostojna,2009,,482.0,700000.0,
BREZOVICA PRI GRADINU,Prodaja,Poslovni prostor,Gostinski lokal,2009,,482.0,700000.0,
"BREZOVICA PRI GRADINU, JUŽNA PRIMORSKA.",Prodaja,Hiša,Samostojna,1990,,296.1,270000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Poslovni prostor,Neživilska trgovina,2019,,60.0,2100.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Stanovanje,trisobno,2007,,105.4,190000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Stanovanje,triinpolsobno,2007,,105.4,190000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,2007,,157.0,275000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,2019,,168.0,317550.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,2019,,168.0,317550.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,2019,,168.0,317550.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,2019,,168.0,317550.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Dvojček,2019,,187.0,265000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Dvojček,2019,,187.0,225000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,2005,,191.0,395000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,1996,,192.0,289000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,1996,,192.0,289000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,1990,,199.7,459000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,2001,,200.0,315000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,2005,,200.0,395000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Dvojček,2007,,218.5,285000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,1976,,220.0,350000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,1976,,220.0,350000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Poslovni prostor,Delavnica,1985,,220.0,200000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,1976,,220.0,370000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Dvojček,2019,,230.0,865.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,1952,,246.0,246000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,1952,,246.0,246000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,1996,,250.0,598000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Dvojček,1987,,252.0,279000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,2000,,261.0,459000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,1981,,262.0,620000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Poslovni prostor,Neživilska trgovina,2005,,263.0,339000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Poslovni prostor,Drugo,2005,,263.0,339000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,2017,,274.5,829000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,2006,,326.0,690000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,1996,,341.0,600000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,2011,,351.8,530000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,1976,,414.6,390000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Hiša,Samostojna,2008,,430.0,469000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Poslovni prostor,Drugo,1981,,1204.98,980000.0,
BREZOVICA PRI LJUBLJANI,Prodaja,Poslovni prostor,Večji poslovni kompleks,1997,,1380.0,900000.0,
"BREZOVICA PRI LJUBLJANI, 200M OD PRIKLJUCKA NA AC",Prodaja,Hiša,Samostojna,1990,,249.6,460000.0,
"BREZOVICA PRI LJUBLJANI, BLIŽINA AC PRIKLJUČKA",Prodaja,Poslovni prostor,Večji poslovni kompleks,1963,,1390.0,1500000.0,
"BREZOVICA PRI LJUBLJANI, DRAGOMER",Prodaja,Hiša,Samostojna,1975,,162.8,210000.0,
"BREZOVICA PRI LJUBLJANI, LOG - DRAGOMER",Prodaja,Hiša,Samostojna,1976,,340.3,390000.0,
"BREZOVICA PRI LJUBLJANI, LOG BREZOVICI",Prodaja,Hiša,Dvojček,2007,,151.5,320000.0,
"BREZOVICA PRI LJUBLJANI, LOG BREZOVICI",Prodaja,Hiša,Vrstna,1979,,180.0,215000.0,
"BREZOVICA PRI LJUBLJANI, NA LAZIH",Prodaja,Hiša,Trojček,2009,,107.0,308000.0,
"BREZOVICA PRI LJUBLJANI, NOTRANJE GORICE",Prodaja,Hiša,Samostojna,2019,,140.0,195000.0,
"BREZOVICA PRI LJUBLJANI, NOTRANJE GORICE",Prodaja,Hiša,Samostojna,1998,,180.0,293000.0,
"BREZOVICA PRI LJUBLJANI, NOTRANJE GORICE",Prodaja,Hiša,Dvojček,2019,,230.0,199000.0,
