ime,posred,vrsta,tip,leto,zemljisce,velikost,cena,agencija
"ČATEŽ OB SAVI, TERME",Prodaja,Počitniški objekt,Apartma,1991,,70.0,68700.0,
"ČATEŽ OB SAVI, TERME - POČITNIŠKO NASELJE",Prodaja,Počitniški objekt,Hiša,1985,,42.0,40900.0,
"ČATEŽ OB SAVI, TERME CAMP",Prodaja,Počitniški objekt,Počitniška prikolica,2015,,20.0,2000.0,
"ČATEŽ OB SAVI, TOPLIŠKA CESTA 35",Prodaja,Počitniški objekt,Počitniška prikolica,2000,,40.0,3500.0,
"ČATEŽ, SMER VELIKI GABER",Prodaja,Vikend,Bivalen,1985,,45.0,85000.0,
"ČEMŠE, PLEŠIVICA",Prodaja,Vikend,Zidan,1977,,63.0,35000.0,
ČEMŠENIK,Prodaja,Hiša,Samostojna,1972,,200.0,45000.0,
"ČEMŠENIK, JESENOVO",Prodaja,Hiša,Samostojna,1998,,170.0,51000.0,
ČENTIBA,Prodaja,Hiša,Samostojna,1979,,35.0,59000.0,
ČENTIBA,Prodaja,Hiša,Samostojna,2012,,37.0,45000.0,
ČENTIBA,Prodaja,Vikend,Bivalen,1971,,40.0,25000.0,
ČENTIBA,Prodaja,Vikend,Zidan,1974,,40.2,25000.0,
ČENTIBA,Prodaja,Hiša,Samostojna,1979,,48.5,28000.0,
ČENTIBA,Prodaja,Vikend,Zidan,1968,,52.0,10000.0,
ČENTIBA,Prodaja,Hiša,Samostojna,1985,,90.0,60000.0,
ČENTIBA,Prodaja,Hiša,Samostojna,1985,,140.0,70000.0,
ČENTIBA,Prodaja,Hiša,Samostojna,1987,,180.0,72000.0,
"ČENTIBA, BANOV BREG",Prodaja,Vikend,Bivalen,1986,,48.0,48000.0,
"ČENTIBA, FODORJEVA VRSTA",Prodaja,Vikend,Zidan,1979,,32.4,10900.0,
"ČENTIBA, KAŠOV BREG",Prodaja,Vikend,Zidan,1996,,46.0,16000.0,
"ČENTIBA, LENDAVA, ČENTIBSKE GORICE",Prodaja,Vikend,Zidan,1994,,64.0,28000.0,
"ČENTIBA, MALI BREG",Prodaja,Vikend,Zidan,1987,,45.0,18000.0,
ČEPLJE,Prodaja,Stanovanje,trisobno,2019,,73.05,131467.0,
ČEPLJE,Prodaja,Stanovanje,dvosobno,2019,,79.6,148414.0,
ČEPLJE,Prodaja,Stanovanje,dvosobno,2019,,80.04,143365.0,
ČEPLJE,Prodaja,Stanovanje,dvosobno,2019,,80.63,151497.0,
ČEPLJE,Prodaja,Stanovanje,trisobno,2019,,86.91,161950.0,
ČEPLJE,Prodaja,Stanovanje,štirisobno,2019,,104.62,183959.0,
ČEPLJE,Prodaja,Stanovanje,štirisobno,2019,,108.84,188552.0,
ČEPLJE,Prodaja,Stanovanje,trisobno,2019,,122.9,181248.0,
ČEPLJE,Prodaja,Hiša,Samostojna,1961,,127.3,240000.0,
"ČEPLJE, 15 MIN IZ CELJA",Prodaja,Stanovanje,dvosobno,2018,,91.43,170729.0,
"ČEPLJE, BLIZU AC, 15MIN DO CE, 30MIN LJ",Prodaja,Stanovanje,trisobno,2019,,72.95,131467.0,
"ČEPLJE, BLIZU AC, 15MIN DO CE, 30MIN LJ",Prodaja,Stanovanje,dvosobno,2019,,80.04,143365.0,
"ČEPLJE, BLIZU AC, 15MIN DO CE, 30MIN LJ",Prodaja,Stanovanje,štirisobno,2019,,113.49,189599.0,
"ČEPLJE, BLIŽINA AC",Prodaja,Hiša,Samostojna,1960,,80.7,69800.0,
"ČEPLJE, VRANSKO",Prodaja,Stanovanje,dvosobno,2019,,88.07,154916.0,
"ČEPLJE, VRANSKO",Prodaja,Stanovanje,trisobno,2019,,124.56,174196.0,
ČEPOVAN,Prodaja,Počitniški objekt,Vikend,1920,,52.0,13000.0,
ČEPOVAN,Prodaja,Hiša,Samostojna,1984,,93.4,120000.0,
ČEPOVAN,Prodaja,Hiša,Samostojna,1792,,116.5,80000.0,
ČEPOVAN,Prodaja,Hiša,Samostojna,2008,,150.0,165000.0,
ČEPOVAN,Prodaja,Hiša,Samostojna,1983,,438.8,75000.0,
"ČEPOVAN, NOVA GORICA",Prodaja,Hiša,Samostojna,1971,,169.0,70000.0,
ČERNELAVCI,Prodaja,Hiša,Samostojna,1992,,238.0,250000.0,
ČERNELAVCI,Prodaja,Poslovni prostor,Gostinski lokal,1955,,248.7,289000.0,
"ČERNELAVCI, GORIČKA ULICA 8",Prodaja,Poslovni prostor,Prostor za storitve,2000,,326.2,149000.0,
ČEŠČA VAS,Prodaja,Hiša,Dvojček,2007,,225.0,235000.0,
ČEŽARJI,Prodaja,Stanovanje,štirisobno,2007,,105.9,229000.0,
ČEŽARJI,Prodaja,Hiša,Vrstna,1900,,120.0,210000.0,
"ČEŽARJI, CENA PO DOGOVORU",Prodaja,Hiša,Samostojna,1990,,753.1,2124.0,
"ČEŽARJI, CENTER",Prodaja,Hiša,Samostojna,1920,,200.0,200000.0,
ČIGINJ,Prodaja,Hiša,Samostojna,1920,,93.0,39000.0,
ČIKEČKA VAS,Prodaja,Hiša,Samostojna,1952,,157.6,49000.0,
ČILPAH,Prodaja,Vikend,Bivalen,1970,,67.5,30000.0,
ČINŽAT,Prodaja,Hiša,Dvostanovanjska,2002,,119.8,180000.0,
ČOLNIŠČE,Prodaja,Hiša,Samostojna,1975,,85.0,65000.0,
ČREŠNJEVCI,Prodaja,Vikend,Zidan,2002,,14.0,19900.0,
ČREŠNJEVCI,Prodaja,Hiša,Samostojna,1920,,180.0,110000.0,
ČREŠNJEVCI,Prodaja,Poslovni prostor,Drugo,1999,,446.0,129000.0,
ČREŠNJEVCI,Prodaja,Hiša,Samostojna,1999,,446.0,129000.0,
ČREŠNJEVCI,Prodaja,Poslovni prostor,Prostor za storitve,1995,,1300.0,550000.0,
ČREŠNJEVEC OB DRAVI,Prodaja,Posest,Zazidljiva,2019,,963.0,39.0,
ČREŠNJEVEC PRI SEMIČU,Prodaja,Hiša,Samostojna,1900,,148.0,30000.0,
ČREŠNJICE,Prodaja,Vikend,Zidan,2012,,34.1,50000.0,
ČREŠNJICE,Prodaja,Vikend,Bivalen,1975,,85.0,85000.0,
ČREŠNJICE NAD PIJAVŠKIM,Prodaja,Hiša,Drugo,1990,,129.6,5000.0,
ČREŠNJICE PRI CERKLJAH,Prodaja,Hiša,Samostojna,1983,,207.0,99999.0,
"ČREŠNJICE, OTOČEC",Prodaja,Hiša,Samostojna,1800,,56.0,53500.0,
